gpsCorrelTimestampTow,gpsCorrelTimestampWeekNum,gpsCorrelTimestampFlags,scaledAccelX,scaledAccelY,scaledAccelZ,scaledGyroX,scaledGyroY,scaledGyroZ,
estFilterGpsTimeTow,estFilterGpsTimeWeekNum,estPressureAlt,estLinearAccelX,estLinearAccelY,estLinearAccelZ,estRoll,estPitch,estYaw,
gpsCorrelTimestampTow,gpsCorrelTimestampWeekNum,gpsCorrelTimestampFlags,scaledAccelX,scaledAccelY,scaledAccelZ,scaledGyroX,scaledGyroY,scaledGyroZ,
gpsCorrelTimestampTow,gpsCorrelTimestampWeekNum,gpsCorrelTimestampFlags,scaledAccelX,scaledAccelY,scaledAccelZ,scaledGyroX,scaledGyroY,scaledGyroZ,
estFilterGpsTimeTow,estFilterGpsTimeWeekNum,estPressureAlt,estLinearAccelX,estLinearAccelY,estLinearAccelZ,estRoll,estPitch,estYaw,
gpsCorrelTimestampTow,gpsCorrelTimestampWeekNum,gpsCorrelTimestampFlags,scaledAccelX,scaledAccelY,scaledAccelZ,scaledGyroX,scaledGyroY,scaledGyroZ,
gpsCorrelTimestampTow,gpsCorrelTimestampWeekNum,gpsCorrelTimestampFlags,scaledAccelX,scaledAccelY,scaledAccelZ,scaledGyroX,scaledGyroY,scaledGyroZ,
estFilterGpsTimeTow,estFilterGpsTimeWeekNum,estPressureAlt,estLinearAccelX,estLinearAccelY,estLinearAccelZ,estRoll,estPitch,estYaw,
gpsCorrelTimestampTow,gpsCorrelTimestampWeekNum,gpsCorrelTimestampFlags,scaledAccelX,scaledAccelY,scaledAccelZ,scaledGyroX,scaledGyroY,scaledGyroZ,
estFilterGpsTimeTow,estFilterGpsTimeWeekNum,estPressureAlt,estLinearAccelX,estLinearAccelY,estLinearAccelZ,estRoll,estPitch,estYaw,
gpsCorrelTimestampTow,gpsCorrelTimestampWeekNum,gpsCorrelTimestampFlags,scaledAccelX,scaledAccelY,scaledAccelZ,scaledGyroX,scaledGyroY,scaledGyroZ,
gpsCorrelTimestampTow,gpsCorrelTimestampWeekNum,gpsCorrelTimestampFlags,scaledAccelX,scaledAccelY,scaledAccelZ,scaledGyroX,scaledGyroY,scaledGyroZ,
407.2439880371094,0.0,-7.8371195793151855,0.023553311824798584,-0.0012864470481872559,0.019834518432617188,0.03588427975773811,-0.01619328372180462,0.10809826850891113,
407.2449951171875,0.0,6.0,-0.011502401903271675,-0.030624866485595703,-0.9979981780052185,-0.008011282421648502,-0.0005029039457440376,0.004071767441928387,
